2;1;15 
1;2;15 
3;1;17 
1;3;17 
3;2;2 
2;3;2 
4;1;20 
1;4;20 
4;2;5 
2;4;5 
4;3;4 
3;4;4 
5;1;23 
1;5;23 
5;2;13 
2;5;13 
5;3;12 
3;5;12 
5;4;9 
4;5;9 
6;1;23 
1;6;23 
6;2;13 
2;6;13 
6;3;12 
3;6;12 
6;4;10 
4;6;10 
6;5;2 
5;6;2 
7;1;22 
1;7;22 
7;2;17 
2;7;17 
7;3;16 
3;7;16 
7;4;15 
4;7;15 
7;5;7 
5;7;7 
7;6;5 
6;7;5 
8;1;20 
1;8;20 
8;2;15 
2;8;15 
8;3;14 
3;8;14 
8;4;13 
4;8;13 
8;5;5 
5;8;5 
8;6;3 
6;8;3 
8;7;6 
7;8;6 
9;1;17 
1;9;17 
9;2;12 
2;9;12 
9;3;11 
3;9;11 
9;4;15 
4;9;15 
9;5;8 
5;9;8 
9;6;6 
6;9;6 
9;7;5 
7;9;5 
9;8;3 
8;9;3 
10;1;15 
1;10;15 
10;2;5 
2;10;5 
10;3;4 
3;10;4 
10;4;8 
4;10;8 
10;5;8 
5;10;8 
10;6;8 
6;10;8 
10;7;12 
7;10;12 
10;8;10 
8;10;10 
10;9;7 
9;10;7 
11;1;19 
1;11;19 
11;2;9 
2;11;9 
11;3;8 
3;11;8 
11;4;6 
4;11;6 
11;5;4 
5;11;4 
11;6;4 
6;11;4 
11;7;9 
7;11;9 
11;8;7 
8;11;7 
11;9;10 
9;11;10 
11;10;4 
10;11;4 
12;1;26 
1;12;26 
12;2;15 
2;12;15 
12;3;13 
3;12;13 
12;4;10 
4;12;10 
12;5;3 
5;12;3 
12;6;5 
6;12;5 
12;7;9 
7;12;9 
12;8;8 
8;12;8 
12;9;11 
9;12;11 
12;10;11 
10;12;11 
12;11;7 
11;12;7 
13;1;30 
1;13;30 
13;2;19 
2;13;19 
13;3;17 
3;13;17 
13;4;14 
4;13;14 
13;5;7 
5;13;7 
13;6;9 
6;13;9 
13;7;13 
7;13;13 
13;8;12 
8;13;12 
13;9;15 
9;13;15 
13;10;15 
10;13;15 
13;11;11 
11;13;11 
13;12;4 
12;13;4 
14;1;33 
1;14;33 
14;2;23 
2;14;23 
14;3;22 
3;14;22 
14;4;20 
4;14;20 
14;5;17 
5;14;17 
14;6;15 
6;14;15 
14;7;16 
7;14;16 
14;8;18 
8;14;18 
14;9;21 
9;14;21 
14;10;18 
10;14;18 
14;11;14 
11;14;14 
14;12;14 
12;14;14 
14;13;10 
13;14;10 
15;1;35 
1;15;35 
15;2;26 
2;15;26 
15;3;25 
3;15;25 
15;4;22 
4;15;22 
15;5;15 
5;15;15 
15;6;13 
6;15;13 
15;7;13 
7;15;13 
15;8;16 
8;15;16 
15;9;18 
9;15;18 
15;10;21 
10;15;21 
15;11;17 
11;15;17 
15;12;12 
12;15;12 
15;13;8 
13;15;8 
15;14;3 
14;15;3 
16;1;30 
1;16;30 
16;2;22 
2;16;22 
16;3;21 
3;16;21 
16;4;19 
4;16;19 
16;5;11 
5;16;11 
16;6;9 
6;16;9 
16;7;8 
7;16;8 
16;8;12 
8;16;12 
16;9;13 
9;16;13 
16;10;17 
10;16;17 
16;11;13 
11;16;13 
16;12;9 
12;16;9 
16;13;10 
13;16;10 
16;14;8 
14;16;8 
16;15;5 
15;16;5 
17;1;32 
1;17;32 
17;2;23 
2;17;23 
17;3;24 
3;17;24 
17;4;22 
4;17;22 
17;5;14 
5;17;14 
17;6;12 
6;17;12 
17;7;10 
7;17;10 
17;8;15 
8;17;15 
17;9;15 
9;17;15 
17;10;20 
10;17;20 
17;11;16 
11;17;16 
17;12;12 
12;17;12 
17;13;14 
13;17;14 
17;14;12 
14;17;12 
17;15;9 
15;17;9 
17;16;4 
16;17;4 
18;1;30 
1;18;30 
18;2;23 
2;18;23 
18;3;22 
3;18;22 
18;4;20 
4;18;20 
18;5;12 
5;18;12 
18;6;10 
6;18;10 
18;7;8 
7;18;8 
18;8;13 
8;18;13 
18;9;13 
9;18;13 
18;10;18 
10;18;18 
18;11;14 
11;18;14 
18;12;10 
12;18;10 
18;13;14 
13;18;14 
18;14;14 
14;18;14 
18;15;11 
15;18;11 
18;16;6 
16;18;6 
18;17;5 
17;18;5 
19;1;27 
1;19;27 
19;2;20 
2;19;20 
19;3;19 
3;19;19 
19;4;17 
4;19;17 
19;5;9 
5;19;9 
19;6;7 
6;19;7 
19;7;5 
7;19;5 
19;8;10 
8;19;10 
19;9;10 
9;19;10 
19;10;15 
10;19;15 
19;11;11 
11;19;11 
19;12;7 
12;19;7 
19;13;11 
13;19;11 
19;14;11 
14;19;11 
19;15;8 
15;19;8 
19;16;3 
16;19;3 
19;17;5 
17;19;5 
19;18;3 
18;19;3 
20;1;27 
1;20;27 
20;2;17 
2;20;17 
20;3;16 
3;20;16 
20;4;14 
4;20;14 
20;5;6 
5;20;6 
20;6;4 
6;20;4 
20;7;5 
7;20;5 
20;8;7 
8;20;7 
20;9;10 
9;20;10 
20;10;12 
10;20;12 
20;11;8 
11;20;8 
20;12;4 
12;20;4 
20;13;8 
13;20;8 
20;14;11 
14;20;11 
20;15;9 
15;20;9 
20;16;5 
16;20;5 
20;17;8 
17;20;8 
20;18;6 
18;20;6 
20;19;3 
19;20;3 
21;1;32 
1;21;32 
21;2;22 
2;21;22 
21;3;21 
3;21;21 
21;4;18 
4;21;18 
21;5;11 
5;21;11 
21;6;9 
6;21;9 
21;7;10 
7;21;10 
21;8;12 
8;21;12 
21;9;15 
9;21;15 
21;10;17 
10;21;17 
21;11;13 
11;21;13 
21;12;8 
12;21;8 
21;13;4 
13;21;4 
21;14;6 
14;21;6 
21;15;4 
15;21;4 
21;16;6 
16;21;6 
21;17;10 
17;21;10 
21;18;11 
18;21;11 
21;19;8 
19;21;8 
21;20;5 
20;21;5 
22;1;33 
1;22;33 
22;2;18 
2;22;18 
22;3;16 
3;22;16 
22;4;16 
4;22;16 
22;5;14 
5;22;14 
22;6;16 
6;22;16 
22;7;19 
7;22;19 
22;8;19 
8;22;19 
22;9;21 
9;22;21 
22;10;20 
10;22;20 
22;11;18 
11;22;18 
22;12;15 
12;22;15 
22;13;12 
13;22;12 
22;14;13 
14;22;13 
22;15;16 
15;22;16 
22;16;19 
16;22;19 
22;17;22 
17;22;22 
22;18;20 
18;22;20 
22;19;17 
19;22;17 
22;20;14 
20;22;14 
22;21;16 
21;22;16 
23;1;37 
1;23;37 
23;2;22 
2;23;22 
23;3;20 
3;23;20 
23;4;20 
4;23;20 
23;5;18 
5;23;18 
23;6;18 
6;23;18 
23;7;23 
7;23;23 
