1;1;100000000 
1;2;26 
1;3;82 
1;4;65 
1;5;102 
1;6;100 
1;7;147 
1;8;134 
1;9;69 
1;10;117 
1;11;125 
1;12;38 
1;13;40 
1;14;13 
1;15;38 
1;16;31 
1;17;22 
1;18;103 
1;19;143 
1;20;94 
1;21;104 
1;22;123 
1;23;140 
1;24;98 
1;25;58 
1;26;38 
1;27;30 
1;28;67 
1;29;120 
1;30;149 
1;31;100 
1;32;141 
1;33;93 
1;34;162 
1;35;62 
1;36;66 
2;1;66 
2;2;100000000 
2;3;56 
2;4;39 
2;5;76 
2;6;109 
2;7;156 
2;8;140 
2;9;135 
2;10;183 
2;11;190 
2;12;104 
2;13;76 
2;14;79 
2;15;104 
2;16;97 
2;17;88 
2;18;130 
2;19;176 
2;20;121 
2;21;131 
2;22;150 
2;23;167 
2;24;125 
2;25;85 
2;26;65 
2;27;57 
2;28;94 
2;29;147 
2;30;160 
2;31;80 
2;32;162 
2;33;67 
2;34;189 
2;35;128 
2;36;40 
3;1;43 
3;2;57 
3;3;100000000 
3;4;16 
3;5;20 
3;6;53 
3;7;100 
3;8;84 
3;9;107 
3;10;155 
3;11;168 
3;12;81 
3;13;53 
3;14;56 
3;15;81 
3;16;74 
3;17;65 
3;18;146 
3;19;186 
3;20;137 
3;21;147 
3;22;166 
3;23;183 
3;24;141 
3;25;101 
3;26;81 
3;27;73 
3;28;110 
3;29;163 
3;30;164 
3;31;102 
3;32;166 
3;33;71 
3;34;205 
3;35;105 
3;36;62 
4;1;27 
4;2;41 
4;3;62 
4;4;100000000 
4;5;82 
4;6;97 
4;7;144 
4;8;131 
4;9;96 
4;10;144 
4;11;152 
4;12;65 
4;13;37 
4;14;40 
4;15;65 
4;16;58 
4;17;49 
4;18;130 
4;19;170 
4;20;121 
4;21;131 
4;22;150 
4;23;167 
4;24;125 
4;25;85 
4;26;65 
4;27;57 
4;28;94 
4;29;147 
4;30;166 
4;31;86 
4;32;168 
4;33;73 
4;34;189 
4;35;89 
4;36;46 
5;1;106 
5;2;120 
5;3;63 
5;4;79 
5;5;100000000 
5;6;33 
5;7;80 
5;8;64 
5;9;87 
5;10;135 
5;11;208 
5;12;130 
5;13;116 
5;14;119 
5;15;144 
5;16;137 
5;17;128 
5;18;209 
5;19;226 
5;20;200 
5;21;189 
5;22;208 
5;23;195 
5;24;153 
5;25;164 
5;26;144 
5;27;136 
5;28;122 
5;29;175 
5;30;144 
5;31;107 
5;32;146 
5;33;51 
5;34;268 
5;35;93 
5;36;83 
6;1;109 
6;2;135 
6;3;161 
6;4;174 
6;5;142 
6;6;100000000 
6;7;47 
6;8;34 
6;9;54 
6;10;102 
6;11;175 
6;12;97 
6;13;97 
6;14;96 
6;15;128 
6;16;135 
6;17;131 
6;18;198 
6;19;193 
6;20;203 
6;21;213 
6;22;232 
6;23;249 
6;24;207 
6;25;167 
6;26;147 
6;27;139 
6;28;176 
6;29;229 
6;30;222 
6;31;204 
6;32;224 
6;33;148 
6;34;235 
6;35;60 
6;36;175 
7;1;157 
7;2;171 
7;3;114 
7;4;130 
7;5;95 
7;6;60 
7;7;100000000 
7;8;40 
7;9;114 
7;10;162 
7;11;235 
7;12;157 
7;13;157 
7;14;156 
7;15;188 
7;16;188 
7;17;179 
7;18;258 
7;19;253 
7;20;251 
7;21;239 
7;22;258 
7;23;245 
7;24;203 
7;25;215 
7;26;195 
7;27;187 
7;28;172 
7;29;207 
7;30;175 
7;31;157 
7;32;177 
7;33;101 
7;34;295 
7;35;120 
7;36;133 
8;1;143 
8;2;169 
8;3;132 
8;4;148 
8;5;113 
8;6;34 
8;7;31 
8;8;100000000 
8;9;88 
8;10;133 
8;11;209 
8;12;131 
8;13;131 
8;14;130 
8;15;162 
8;16;169 
8;17;165 
8;18;232 
8;19;227 
8;20;237 
8;21;247 
8;22;266 
8;23;263 
8;24;221 
8;25;201 
8;26;181 
8;27;173 
8;28;190 
8;29;225 
8;30;193 
8;31;175 
8;32;195 
8;33;119 
8;34;269 
8;35;94 
8;36;151 
9;1;95 
9;2;121 
9;3;177 
9;4;160 
9;5;196 
9;6;54 
9;7;101 
9;8;88 
9;9;100000000 
9;10;48 
9;11;158 
9;12;83 
9;13;83 
9;14;82 
9;15;114 
9;16;121 
9;17;117 
9;18;184 
9;19;179 
9;20;189 
9;21;199 
9;22;218 
9;23;235 
9;24;193 
9;25;153 
9;26;133 
9;27;125 
9;28;162 
9;29;215 
9;30;244 
9;31;195 
9;32;236 
9;33;188 
9;34;221 
9;35;46 
9;36;161 
10;1;79 
10;2;105 
10;3;161 
10;4;144 
10;5;181 
10;6;91 
10;7;138 
10;8;125 
10;9;37 
10;10;100000000 
10;11;114 
10;12;67 
10;13;67 
10;14;66 
10;15;98 
10;16;105 
10;17;101 
10;18;137 
10;19;132 
10;20;149 
10;21;183 
10;22;202 
10;23;219 
10;24;177 
10;25;137 
10;26;117 
10;27;109 
10;28;146 
10;29;199 
10;30;228 
10;31;179 
10;32;220 
10;33;172 
10;34;174 
10;35;57 
10;36;145 
11;1;204 
11;2;230 
11;3;286 
11;4;269 
11;5;306 
11;6;216 
11;7;255 
11;8;237 
11;9;162 
11;10;125 
11;11;100000000 
11;12;192 
11;13;192 
11;14;191 
11;15;223 
11;16;230 
11;17;226 
11;18;144 
11;19;139 
11;20;156 
11;21;184 
11;22;165 
11;23;230 
11;24;215 
11;25;249 
11;26;242 
11;27;234 
11;28;251 
11;29;282 
11;30;332 
11;31;297 
11;32;325 
11;33;297 
11;34;113 
11;35;182 
11;36;270 
12;1;38 
12;2;64 
12;3;120 
12;4;103 
12;5;140 
12;6;88 
12;7;135 
12;8;122 
12;9;57 
12;10;105 
12;11;87 
12;12;100000000 
12;13;28 
12;14;25 
12;15;31 
12;16;38 
12;17;47 
12;18;110 
12;19;105 
12;20;122 
12;21;142 
12;22;161 
12;23;178 
12;24;136 
12;25;96 
12;26;76 
12;27;68 
12;28;105 
12;29;158 
12;30;187 
12;31;138 
12;32;179 
12;33;131 
12;34;147 
12;35;50 
12;36;104 
13;1;151 
13;2;177 
13;3;221 
13;4;216 
13;5;202 
13;6;60 
13;7;107 
13;8;94 
13;9;96 
13;10;144 
13;11;217 
13;12;139 
13;13;100000000 
13;14;138 
13;15;170 
13;16;177 
13;17;173 
13;18;240 
13;19;235 
13;20;245 
13;21;255 
13;22;274 
13;23;291 
13;24;249 
13;25;209 
13;26;189 
13;27;181 
13;28;218 
13;29;271 
13;30;282 
13;31;251 
13;32;284 
13;33;208 
13;34;277 
13;35;102 
13;36;217 
14;1;13 
14;2;39 
14;3;95 
14;4;78 
14;5;115 
14;6;87 
14;7;134 
14;8;121 
14;9;56 
14;10;104 
14;11;112 
14;12;25 
14;13;27 
14;14;100000000 
14;15;32 
14;16;39 
14;17;35 
14;18;116 
14;19;130 
14;20;107 
14;21;117 
14;22;136 
14;23;153 
14;24;111 
14;25;71 
14;26;51 
14;27;43 
14;28;80 
14;29;133 
14;30;162 
14;31;113 
14;32;154 
14;33;106 
14;34;172 
14;35;49 
14;36;79 
15;1;38 
15;2;48 
15;3;104 
15;4;87 
15;5;124 
15;6;119 
15;7;166 
15;8;153 
15;9;88 
15;10;136 
15;11;118 
15;12;31 
15;13;59 
15;14;32 
15;15;100000000 
15;16;7 
15;17;16 
15;18;123 
15;19;136 
15;20;114 
15;21;124 
15;22;143 
15;23;160 
15;24;118 
15;25;78 
15;26;58 
15;27;50 
15;28;87 
15;29;140 
15;30;169 
15;31;120 
15;32;161 
15;33;115 
15;34;178 
15;35;81 
15;36;88 
16;1;31 
16;2;41 
16;3;97 
16;4;80 
16;5;117 
16;6;115 
16;7;162 
16;8;149 
16;9;84 
16;10;132 
16;11;114 
16;12;27 
16;13;55 
16;14;28 
16;15;7 
16;16;100000000 
16;17;9 
16;18;116 
16;19;132 
16;20;107 
16;21;117 
16;22;136 
16;23;153 
16;24;111 
16;25;71 
16;26;51 
16;27;43 
16;28;80 
16;29;133 
16;30;162 
16;31;113 
16;32;154 
16;33;108 
16;34;174 
16;35;77 
16;36;81 
17;1;22 
17;2;32 
17;3;88 
17;4;71 
17;5;108 
17;6;122 
17;7;169 
17;8;156 
17;9;91 
17;10;139 
17;11;123 
17;12;36 
17;13;62 
17;14;35 
17;15;16 
17;16;9 
17;17;100000000 
17;18;107 
17;19;141 
17;20;98 
17;21;108 
17;22;127 
17;23;144 
17;24;102 
17;25;62 
17;26;42 
17;27;34 
17;28;71 
17;29;124 
17;30;153 
17;31;104 
17;32;145 
17;33;99 
17;34;166 
17;35;84 
17;36;72 
18;1;108 
18;2;134 
18;3;190 
18;4;173 
18;5;210 
18;6;133 
18;7;180 
18;8;167 
18;9;93 
18;10;113 
18;11;60 
18;12;96 
18;13;96 
18;14;95 
18;15;127 
18;16;134 
18;17;130 
18;18;100000000 
18;19;46 
18;20;63 
18;21;116 
18;22;135 
18;23;162 
18;24;147 
18;25;166 
18;26;146 
18;27;138 
18;28;175 
18;29;221 
18;30;257 
18;31;208 
18;32;249 
18;33;201 
18;34;120 
18;35;86 
18;36;174 
19;1;127 
19;2;153 
19;3;209 
19;4;192 
19;5;229 
19;6;152 
19;7;199 
19;8;186 
19;9;112 
19;10;132 
19;11;79 
19;12;115 
19;13;115 
19;14;114 
19;15;146 
19;16;153 
19;17;149 
19;18;19 
19;19;100000000 
19;20;17 
19;21;70 
19;22;89 
19;23;116 
19;24;101 
19;25;135 
19;26;148 
19;27;157 
19;28;137 
19;29;175 
19;30;219 
19;31;183 
19;32;211 
19;33;220 
19;34;85 
19;35;105 
19;36;193 
20;1;153 
20;2;179 
20;3;235 
20;4;218 
20;5;255 
20;6;178 
20;7;225 
20;8;212 
20;9;138 
20;10;158 
20;11;105 
20;12;141 
20;13;141 
20;14;140 
20;15;172 
20;16;179 
20;17;175 
20;18;45 
20;19;57 
20;20;100000000 
20;21;53 
20;22;72 
20;23;99 
20;24;84 
20;25;118 
20;26;131 
20;27;183 
20;28;120 
20;29;158 
