1;1;9999999
1;2;223
1;3;210
1;4;125
1;5;245
1;6;363
1;7;322
1;8;388
1;9;290
1;10;341
1;11;267
1;12;281
1;13;258
1;14;247
1;15;302
1;16;325
1;17;311
1;18;276
1;19;392
1;20;475
1;21;417
1;22;324
1;23;372
1;24;437
1;25;610
1;26;310
1;27;362
1;28;333
1;29;498
1;30;459
1;31;467
1;32;352
1;33;199
1;34;336
1;35;305
1;36;172
1;37;143
1;38;273
1;39;292
1;40;364
1;41;262
1;42;296
1;43;435
1;44;423
1;45;433
1;46;354
1;47;509
1;48;472
1;49;238
1;50;185
1;51;357
1;52;420
1;53;344
2;1;58
2;2;9999999
2;3;179
2;4;100
2;5;287
2;6;155
2;7;116
2;8;170
2;9;74
2;10;137
2;11;239
2;12;260
2;13;234
2;14;221
2;15;282
2;16;294
2;17;286
2;18;251
2;19;434
2;20;512
2;21;409
2;22;367
2;23;406
2;24;410
2;25;598
2;26;354
2;27;353
2;28;371
2;29;451
2;30;490
2;31;510
2;32;389
2;33;244
2;34;313
2;35;291
2;36;210
2;37;185
2;38;318
2;39;329
2;40;402
2;41;297
2;42;81
2;43;241
2;44;215
2;45;292
2;46;308
2;47;301
2;48;262
2;49;207
2;50;159
2;51;300
2;52;214
2;53;314
3;1;60
3;2;109
3;3;9999999
3;4;80
3;5;295
3;6;246
3;7;209
3;8;270
3;9;174
3;10;225
3;11;227
3;12;179
3;13;221
3;14;212
3;15;262
3;16;131
3;17;117
3;18;79
3;19;382
3;20;431
3;21;263
3;22;309
3;23;321
3;24;235
3;25;452
3;26;355
3;27;338
3;28;324
3;29;497
3;30;449
3;31;360
3;32;243
3;33;251
3;34;140
3;35;272
3;36;223
3;37;189
3;38;259
3;39;337
3;40;388
3;41;308
3;42;174
3;43;340
3;44;309
3;45;382
3;46;396
3;47;393
3;48;355
3;49;198
3;50;141
3;51;201
3;52;302
3;53;190
4;1;58
4;2;115
4;3;98
4;4;9999999
4;5;285
4;6;255
4;7;215
4;8;279
4;9;178
4;10;232
4;11;154
4;12;176
4;13;157
4;14;136
4;15;194
4;16;219
4;17;207
4;18;170
4;19;429
4;20;516
4;21;326
4;22;366
4;23;411
4;24;323
4;25;517
4;26;344
4;27;270
4;28;368
4;29;541
4;30;498
4;31;446
4;32;323
4;33;244
4;34;225
4;35;203
4;36;214
4;37;183
4;38;314
4;39;278
4;40;403
4;41;301
4;42;183
4;43;352
4;44;311
4;45;391
4;46;341
4;47;410
4;48;367
4;49;130
4;50;76
4;51;247
4;52;312
4;53;236
5;1;93
5;2;58
5;3;63
5;4;90
5;5;9999999
5;6;194
5;7;160
5;8;210
5;9;117
5;10;174
5;11;238
5;12;235
5;13;231
5;14;224
5;15;280
5;16;175
5;17;171
5;18;133
5;19;281
5;20;267
5;21;221
5;22;248
5;23;139
5;24;286
5;25;415
5;26;82
5;27;136
5;28;135
5;29;309
5;30;264
5;31;341
5;32;293
5;33;231
5;34;189
5;35;75
5;36;253
5;37;219
5;38;306
5;39;360
5;40;351
5;41;340
5;42;123
5;43;277
5;44;248
5;45;288
5;46;323
5;47;305
5;48;256
5;49;155
5;50;155
5;51;152
5;52;248
5;53;146
6;1;531
6;2;593
6;3;584
6;4;499
6;5;765
6;6;9999999
6;7;344
6;8;405
6;9;309
6;10;360
6;11;631
6;12;654
6;13;632
6;14;622
6;15;679
6;16;697
6;17;685
6;18;647
6;19;909
6;20;992
6;21;807
6;22;847
6;23;887
6;24;809
6;25;999
6;26;789
6;27;750
6;28;848
6;29;763
6;30;716
6;31;763
6;32;643
6;33;724
6;34;539
6;35;682
6;36;687
6;37;664
6;38;788
6;39;762
6;40;881
6;41;781
6;42;669
6;43;832
6;44;796
6;45;824
6;46;825
6;47;885
6;48;838
6;49;90
6;50;140
6;51;164
6;52;70
6;53;296
7;1;417
7;2;484
7;3;469
7;4;384
7;5;651
7;6;55
7;7;9999999
7;8;257
7;9;190
7;10;180
7;11;519
7;12;547
7;13;524
7;14;506
7;15;563
7;16;586
7;17;573
7;18;533
7;19;803
7;20;875
7;21;693
7;22;733
7;23;777
7;24;692
7;25;888
7;26;607
7;27;577
7;28;662
7;29;585
7;30;539
7;31;575
7;32;454
7;33;611
7;34;361
7;35;561
7;36;581
7;37;543
7;38;682
7;39;645
